0.09821238,0.05282876,0.05243274,0.07666902,0.07072875,0.04181946,0.00498982,0.06185796,0.04696769,0.02978053,0.03041416,0.03611681,0.06423406,0.05496725,0.05544247,0.08237167,0.04544914,0.02519066,-0.01770835,-0.02734896,-0.00165938,0.02441107,0.01770675,0.00613132,-0.00254482,0.00430935,0.00446561,0.0129192,0.02059431,0.00446777,0.00067211,0.00223437,0.00581012,0.01506621
0.0684754,0.04858052,0.05158788,0.07055742,0.06639337,0.05737128,0.00532072,0.07287078,0.04302846,0.03007365,0.03724506,0.04742384,0.06130399,0.06616204,0.06361735,0.10063107,0.04400178,0.01458835,-0.01741914,-0.03079521,0.00382285,0.02310544,0.00992133,0.00419231,-0.00140763,0.00442248,0.00616604,0.01188133,0.01188705,0.00349307,0.00240378,0.00105227,0.00777316,0.01026789
0.02690869,0.04783767,0.09268548,0.02690869,0.05979708,0.1106246,0.05680723,0.07773621,0.08670577,0.07773621,0.13753329,0.04185796,0.01793912,0.06876664,0.05680723,0.02989854,0.04375755,-0.00206198,-0.06934876,-0.00637302,0.00216351,-0.00528329,0.0113785,0.01394021,-0.00153593,-0.00014638,-0.00294522,-0.00985024,0.00905642,0.00380363,-0.00361953,0.0027483,0.00068119,-0.00291534
0.09166616,0.05258743,0.06995575,0.05282865,0.07550397,0.06392508,0.01664464,0.07815746,0.05934178,0.05524092,0.0622365,0.04703921,0.04052609,0.06271895,0.07478029,0.05789442,0.03607025,0.01713426,-0.03267685,-0.02346355,-0.00570391,0.01320214,0.00447729,0.00634105,-0.00644444,0.00117739,-0.00367821,0.00646548,0.00801433,0.00294986,-0.00264008,-0.00074647,0.00523826,0.01323592
0.10166172,0.02723082,0.05264625,0.0248103,0.04356931,0.07624629,0.01754875,0.06051293,0.03993853,0.04175392,0.04417444,0.02844108,0.02117952,0.05264625,0.03993853,0.05143599,0.04513834,0.04544402,-0.02693142,-0.01244559,0.00564666,0.02608576,0.01818608,0.04129334,-0.00477747,0.00255236,0.00613132,0.0229626,0.02864546,0.04441369,-0.00029957,0.00381515,0.00949408,0.0209106
0.05842876,0.0536346,0.07820464,0.0449452,0.08030208,0.07940318,0.01438246,0.08509624,0.06561999,0.06112547,0.06951524,0.04914008,0.03086237,0.06502072,0.08329843,0.06112547,0.02940673,0.01481522,-0.03221231,-0.03092172,-0.00379244,0.00958125,0.00056355,0.00523803,-0.00782855,0.00055174,0.00482076,0.00036586,0.00766016,0.00086086,0.00541584,0.00603141,0.00209457,0.00724412
0.07359723,0.05000734,0.07432432,0.05178466,0.07141598,0.06511457,0.01429935,0.07521298,0.06212544,0.05275411,0.07626321,0.04548325,0.04257491,0.05816686,0.07173913,0.06244859,0.03704455,0.0142405,-0.02924887,-0.02380159,-0.00040562,0.01354646,0.00545857,0.00288913,-0.00824014,0.00171725,0.00166094,0.00498793,0.00795192,0.00571284,0.00250665,0.0037151,0.00286247,0.01009001
0.05894118,0.045647,0.07769644,0.04481957,0.0715734,0.07309037,0.02143065,0.07375232,0.06095461,0.06407129,0.0898322,0.05723114,0.035635,0.05706565,0.08312995,0.05965829,0.03641602,0.01454796,-0.03519235,-0.02828142,4.922e-05,0.01330221,0.00427957,0.00444535,-0.00951482,0.00679033,-0.00086032,0.00485947,0.00671418,0.00416358,0.00021259,-0.00350067,0.00102259,0.00601743
0.06074421,0.04049614,0.06037606,0.05485386,0.05338127,0.04859537,0.00294517,0.08577819,0.04528205,0.03129247,0.04638649,0.06037606,0.05706274,0.06994788,0.07399749,0.09498185,0.03724393,0.0208171,-0.0186075,-0.02679738,0.00425835,0.01624323,0.00954345,0.00409371,-0.00102881,0.00180414,0.01361875,0.01486718,0.01227003,0.00818649,0.00015398,-0.00057057,0.00431519,0.0130914
0.07668584,0.03308017,0.05413118,0.07668584,0.06916762,0.06014576,0.0135328,0.06014576,0.04962025,0.04360568,0.0375911,0.04510932,0.04661296,0.06616034,0.07067127,0.11878787,0.04794534,0.01385383,-0.02387337,-0.01708842,-0.00017991,0.01349276,0.01308424,-0.02251527,-0.0096863,-0.00064521,0.00389824,0.00372236,0.01791434,0.01128819,0.00783658,-0.00358026,0.00169049,0.0211086
0.048253,0.03274311,0.10799481,0.04595524,0.07697503,0.0666351,0.03561531,0.07812391,0.07869835,0.10454817,0.08903828,0.03791307,0.03159423,0.05342297,0.07697503,0.04882744,0.02638077,0.00366521,-0.06681229,-0.03247985,0.00161103,0.00607976,0.00718036,0.0004321,-0.01831215,-0.0060497,0.00149358,0.00402104,0.01602833,0.00252891,0.02063998,0.01087458,-0.00298502,0.01239035
0.06281251,0.04164743,0.05837467,0.04574389,0.05735055,0.05871604,0.0122894,0.06861584,0.04779213,0.0419888,0.04062331,0.05564369,0.04096468,0.05461957,0.07441917,0.10445994,0.04115569,0.03665864,-0.02475004,-0.02479134,-0.00156779,0.01556407,0.01380151,0.01443954,-0.00908127,-0.00323728,0.00401803,0.0068251,0.0188732,0.01549952,0.00333089,0.00801803,0.00197895,0.01720292
