0.10846272,0.05834245,0.0579051,0.0846709,0.07811065,0.04618413,0.00551061,0.06831402,0.05186967,0.0328887,0.03358846,0.03988629,0.07093812,0.06070414,0.06122896,0.09096873,0.02509632,0.01390989,-0.00977828,-0.01510168,-0.00091629,0.01347941,0.00977739,0.00338562,-0.00140521,0.00237955,0.00246584,0.00713378
0.07387708,0.05241279,0.0556574,0.07612335,0.07163082,0.06189701,0.00574045,0.07861919,0.04642276,0.03244602,0.04018314,0.05116487,0.06613996,0.07138124,0.0686358,0.10856936,0.02373643,0.00786958,-0.00939662,-0.01661225,0.00206221,0.01246406,0.00535199,0.00226151,-0.00075933,0.00238568,0.00332622,0.00640929
0.02681756,0.04767567,0.09237161,0.02681756,0.05959459,0.11024999,0.05661486,0.07747296,0.08641215,0.07747296,0.13706755,0.04171621,0.01787838,0.06853378,0.05661486,0.02979729,0.02180469,-0.0010275,-0.03455696,-0.00317572,0.00107809,-0.0026327,0.00566998,0.0069465,-0.00076536,-7.294e-05,-0.00146763,-0.00490844
0.0947456,0.05435406,0.07230586,0.05460339,0.07804046,0.06607259,0.01720381,0.08078309,0.06133531,0.05709669,0.06432728,0.04861945,0.04188753,0.06482594,0.07729247,0.05983933,0.018641,0.00885494,-0.0168873,-0.01212589,-0.00294776,0.00682283,0.00231385,0.00327704,-0.00333047,0.00060847,-0.00190089,0.00334134
0.12576019,0.03368576,0.06512581,0.03069147,0.05389722,0.09432014,0.0217086,0.07485725,0.04940579,0.0516515,0.05464579,0.03518291,0.02620004,0.06512581,0.04940579,0.06362867,0.02791909,0.02810817,-0.0166577,-0.00769788,0.00349259,0.01613464,0.01124851,0.02554088,-0.00295498,0.00157869,0.00379236,0.01420289
0.05990242,0.05498735,0.08017708,0.04607878,0.08232742,0.08140585,0.01474521,0.08724249,0.06727502,0.06266714,0.07126852,0.05037947,0.03164076,0.06666064,0.08539934,0.06266714,0.0150742,0.00759444,-0.01651237,-0.01585081,-0.00194405,0.00491145,0.00028888,0.00268507,-0.004013,0.00028283,0.00247117,0.00018754
0.07688511,0.05224137,0.07764468,0.05409809,0.07460641,0.06802349,0.01493816,0.07857304,0.06490082,0.05511084,0.07967019,0.04751517,0.0444769,0.0607654,0.074944,0.06523841,0.01934974,0.00743834,-0.01527777,-0.01243245,-0.00021187,0.00707582,0.00285121,0.0015091,-0.00430413,0.00089698,0.00086757,0.00260538
0.06014715,0.04658097,0.07928615,0.0457366,0.07303783,0.07458584,0.02186913,0.07526133,0.06220178,0.06538223,0.09167022,0.05840212,0.03636411,0.05823325,0.08483084,0.06087893,0.01858056,0.00742281,-0.0179562,-0.01443004,2.511e-05,0.00678719,0.00218357,0.00226815,-0.00485475,0.00346463,-0.00043896,0.00247945
0.06570313,0.04380208,0.06530493,0.05933191,0.05773911,0.0525625,0.00318561,0.09278078,0.04897869,0.03384707,0.0501733,0.06530493,0.06172112,0.07565815,0.08003835,0.1027358,0.02014219,0.01125826,-0.01006327,-0.01449251,0.00230299,0.00878463,0.00516127,0.00221395,-0.0005564,0.00097571,0.00736527,0.00804044
0.08221585,0.03546566,0.05803472,0.08221585,0.07415548,0.06448302,0.01450868,0.06448302,0.05319849,0.04675019,0.04030189,0.04836227,0.04997434,0.07093132,0.07576755,0.12735397,0.0257014,0.00742643,-0.01279747,-0.00916035,-9.644e-05,0.00723288,0.00701389,-0.01206945,-0.0051924,-0.00034587,0.00208968,0.00199539
