0.10276239,0.05527622,0.05486186,0.08022096,0.07400549,0.04375689,0.00522099,0.06472373,0.04914363,0.03116021,0.03182319,0.03779004,0.06720992,0.05751379,0.05801103,0.08618781,0.02377736,0.01317885,-0.00926437,-0.014308,-0.00086813,0.01277099,0.00926354,0.00320769,-0.00133136,0.0022545,0.00233625,0.00675886,0.0107742,0.00233738,0.00035162,0.00116894,0.00303964,0.0078821,0.01075141,0.00385579,0.00080572,0.00176184,0.00168064,0.00814641
0.07074237,0.05018884,0.05329577,0.07289332,0.06859142,0.05927064,0.00549687,0.07528327,0.04445298,0.03106928,0.03847811,0.04899387,0.06333354,0.06835243,0.06572349,0.10396261,0.02272926,0.00753566,-0.00899791,-0.01590736,0.0019747,0.01193519,0.00512489,0.00216555,-0.00072711,0.00228445,0.00318509,0.00613734,0.0061403,0.00180436,0.00124168,0.00054355,0.00401525,0.00530391,0.00714722,0.00394998,0.00046552,0.00238869,0.00313461,0.00629637
0.02674729,0.04755074,0.09212956,0.02674729,0.05943843,0.10996109,0.05646651,0.07726996,0.08618572,0.07726996,0.13670838,0.0416069,0.01783153,0.06835419,0.05646651,0.02971921,0.02174755,-0.00102481,-0.03446641,-0.0031674,0.00107527,-0.0026258,0.00565513,0.0069283,-0.00076336,-7.275e-05,-0.00146378,-0.00489558,0.00450105,0.00189041,-0.00179891,0.00136591,0.00033855,-0.00144893,0.0055301,-0.00188918,-0.00700132,-0.00183815,-0.00133461,0.00430546
0.09170175,0.05260785,0.06998292,0.05284917,0.07553329,0.06394991,0.01665111,0.07818781,0.05936482,0.05526237,0.06226066,0.04705748,0.04054183,0.0627433,0.07480932,0.0579169,0.01804213,0.00857046,-0.01634477,-0.01173633,-0.00285306,0.00660363,0.00223951,0.00317176,-0.00322347,0.00058892,-0.00183982,0.003234,0.00400872,0.0014755,-0.00132055,-0.00037338,0.00262015,0.00662053,0.00580803,0.00222752,0.00194467,0.00213216,0.00202642,0.0049568
0.11096614,0.02972307,0.05746461,0.02708102,0.04755692,0.0832246,0.01915487,0.06605127,0.04359384,0.04557538,0.04821743,0.0310441,0.02311794,0.05746461,0.04359384,0.05614358,0.02463478,0.02480161,-0.01469814,-0.00679233,0.00308173,0.01423661,0.00992527,0.02253632,-0.00260736,0.00139298,0.00334624,0.0125321,0.01563359,0.02423929,-0.00016349,0.00208216,0.00518151,0.0114122,0.01635341,0.02523474,0.00080049,0.00453862,0.00129032,0.01103414
0.05889139,0.05405928,0.07882386,0.04530107,0.08093791,0.08003189,0.01449634,0.08577003,0.06613956,0.06160945,0.07006565,0.04952917,0.03110673,0.06553555,0.08395798,0.06160945,0.01481978,0.00746626,-0.01623368,-0.01558328,-0.00191124,0.00482856,0.00028401,0.00263975,-0.00394527,0.00027805,0.00242947,0.00018438,0.00386041,0.00043384,0.00272936,0.00303958,0.00105558,0.00365074,0.00140999,0.00023369,-0.00161188,-0.00055638,0.00110651,0.00152644
0.07464155,0.05071693,0.07537895,0.05251947,0.07242934,0.06603852,0.01450226,0.07628022,0.06300697,0.05350267,0.07734536,0.04612864,0.04317903,0.05899222,0.07275708,0.06333471,0.0187851,0.00722128,-0.01483195,-0.01206966,-0.00020569,0.00686934,0.00276801,0.00146506,-0.00417853,0.00087081,0.00084225,0.00252935,0.00403238,0.00289695,0.00127111,0.00188391,0.00145154,0.00511659,0.00367755,0.00247747,0.00046343,-0.00042917,0.00233768,0.00400126
0.05893722,0.04564394,0.07769122,0.04481656,0.07156859,0.07308546,0.02142921,0.07374737,0.06095052,0.06406699,0.08982617,0.0572273,0.03563261,0.05706182,0.08312437,0.05965428,0.01820679,0.00727349,-0.01759499,-0.01413976,2.461e-05,0.00665066,0.00213964,0.00222252,-0.00475709,0.00339494,-0.00043013,0.00242957,0.00335687,0.00208165,0.00010629,-0.00175022,0.00051126,0.00300851,0.00350673,0.00229118,0.00089431,0.00125813,0.00190182,0.00294959
0.0628191,0.0418794,0.06243837,0.05672755,0.05520466,0.05025528,0.00304577,0.08870818,0.04682878,0.03236135,0.04797095,0.06243837,0.05901188,0.07233714,0.07652508,0.09822622,0.01925805,0.01076408,-0.00962154,-0.01385636,0.00220191,0.00839903,0.00493472,0.00211677,-0.00053197,0.00093288,0.00704197,0.00768751,0.00634457,0.00423306,7.962e-05,-0.00029503,0.00223129,0.00676929,0.00598308,0.00183981,0.00023168,0.00396295,0.0058029,0.00671168
0.07622637,0.03288196,0.05380685,0.07622637,0.06875319,0.05978539,0.01345171,0.05978539,0.04932294,0.0433444,0.03736587,0.04483904,0.04633367,0.06576392,0.07024783,0.11807614,0.02382904,0.00688541,-0.01186516,-0.00849301,-8.942e-05,0.00670596,0.00650292,-0.01119018,-0.00481413,-0.00032067,0.00193744,0.00185003,0.0089035,0.00561028,0.00389481,-0.0017794,0.00084018,0.01049106,0.01066275,0.01576396,-0.00224427,-0.00019412,0.00755932,0.01334268
