0.059810814,0.031568123,0.031568123,0.018675216,0.042278533,1.05E-10,0.059810814,0.080014017,0.067210138,0.095408106,0.051571627,0.073911032,0.031568123,0.051571627,0.031568123,0.090710081,0.085594254,0.059810814,0.018675216,0.018675216,264,0.024316109,0.102742939,0.090783686,0.060654872,0.086900956,0.104266173,0.044866117,0.008230655,0.066164016,0.041272816,0.044866117,0.014413608,0.051575837,0.080626953,0.068776936,0.057745429,0.076112892,0.189278806,0.341605839,0.786128765,0.384182777,-0.239588624,1.058159722,1.048582996,1.073756432,1.07293666,0.325780602,0.208621166,0.16671272,0.298885512
0.038282008,0.050925759,0.022843379,1.34E-10,0.118858504,0.071233648,0.061754513,0.038282008,0.022843379,0.071233648,0.022843379,1.34E-10,0.061754513,0.061754513,0.038282008,0.093890022,0.08714648,0.08714648,1.34E-10,0.050925759,216,0.056089327,0.029025329,0.072737032,0.043660075,0.059553925,0.075705554,0.072737032,0.009781067,0.095835827,0.034249704,0.039107368,0.059553925,0.063066324,0.059553925,0.088963315,0.072737032,0.123732568,0.504544274,0.428203809,0.43858738,0.373593843,-0.217786677,1.097859327,1.052816901,1.268292683,1.06127451,0.268501688,0.226954038,0.177096858,0.327447416
3.10E-10,0.070321407,3.10E-10,0.089877656,0.070321407,0.117030612,0.044052701,3.10E-10,3.10E-10,0.089877656,0.044052701,0.044052701,0.105074825,0.070321407,0.070321407,0.070321407,0.070321407,3.10E-10,0.044052701,3.10E-10,93,0.272727273,0.042932424,0.052432538,0.06847837,0.042932424,0.052432538,0.102183786,0.081683107,0.060876343,0.081683107,0.0874619,0.102183786,0.042932424,1.06E-10,0.052432538,0.06847837,0.060876343,0.536656891,0.644808743,0.181818182,0.564516129,-0.016308087,1.5,1.344827586,1.235294118,1.235294118,0.190615836,0.299120235,0.337243402,0.173020528
0.052872615,0.027514141,0.027514141,0.027514141,0.037046312,0.097976922,0.052872615,0.052872615,0.027514141,0.101380785,0.037046312,0.052872615,0.052872615,0.045398265,0.065840991,0.094324755,0.065840991,0.027514141,0.016164575,0.037046312,315,0.079046424,0.055964584,0.051165629,0.074334824,0.060469017,0.066743473,0.072512625,0.024322525,0.084339657,0.068719177,0.070641453,0.07611001,0.040500473,0.048642954,0.064711795,0.07611001,0.064711795,0.013299875,0.490566038,0.906900878,0.472883232,-0.109235378,1.137931034,1.082539683,1.073333333,1.040625,0.277791719,0.24391468,0.232873275,0.245420326
0.070806134,0.040050895,0.040050895,0.064222423,0.040050895,0.087533125,0.040050895,0.049007505,0.040050895,0.09668611,0.017544999,9.67E-11,0.100770257,0.040050895,0.064222423,0.104560409,0.029796875,0.056999369,9.67E-11,0.017544999,297,0.248120301,0.051253031,0.042734996,0.084982264,0.051253031,0.065812858,0.100990481,0.021717409,0.076059402,0.067982617,0.0564304,0.072135845,0.0564304,0.048522127,0.072135845,0.063576677,0.067982617,0.42021721,0.58250497,0.329156224,0.324873096,-0.16276557,1.082568807,1.105769231,1.215189873,1.11627907,0.285714286,0.273182957,0.213032581,0.228070175
0.088110941,0.064957221,0.049702743,0.022346002,0.055148757,0.060217787,0.037400448,0.030320038,0.030320038,0.088110941,0.030320038,0.030320038,0.091269355,0.030320038,0.081255197,0.088110941,0.043816365,0.064957221,0.01299589,6.75E-11,420,0.128361858,0.052497443,0.046664293,0.074907394,0.050603681,0.077607784,0.085117686,0.025584297,0.081468618,0.061304659,0.078919319,0.050603681,0.056146225,0.025584297,0.067666898,0.085117686,0.08020604,0.655562347,0.52960373,0.215158924,0.464488636,-0.204810365,1.135802469,1.155893536,1.060377358,1.061068702,0.240220049,0.264364303,0.250305623,0.245110024
0.055333448,0.014817592,0.02530603,0.071604402,0.041953751,0.080623238,0.048957998,0.041953751,0.084691968,0.071604402,0.034160456,0.048957998,0.048957998,0.06118599,0.08850016,0.066590884,0.055333448,0.02530603,0.034160456,7.95E-11,345,0.029419289,0.090776035,0.068460049,0.095958617,0.049318676,0.08362089,0.044308529,0.029998117,0.058432259,0.092114386,0.054013368,0.088009281,0.044308529,0.029998117,0.058432259,0.060548164,0.051702726,0.26375032,0.490785645,0.706574572,0.487328023,-0.183376132,1.024630542,1.031659389,1.043022036,1.06031746,0.263579773,0.238679969,0.249765498,0.247974759
0.077603933,0.0603557,0.031934015,0.037545625,0.031934015,0.100186063,0.018914118,0.018914118,0.05207959,0.0603557,0.047556753,0.031934015,0.056335994,0.05207959,0.05207959,0.105948687,0.056335994,0.056335994,0.025785253,0.025785253,513,0.014518183,0.045968124,0.052418011,0.070198835,0.040729597,0.07375586,0.077143215,0.05394681,0.076032163,0.061154752,0.079313258,0.103029566,0.061154752,0.019596142,0.07140419,0.077143215,0.03701151,0.957832178,0.522381445,0.027564738,0.578028747,-0.035282722,1.06982823,1.015955602,1.057160804,1.027431421,0.233055045,0.2461299,0.279184944,0.241630112
0.020870111,0.098721068,0.020870111,0.020870111,0.035118764,0.046868189,0.046868189,0.06591418,0.046868189,0.103585568,0.046868189,0.035118764,0.06591418,0.035118764,0.020870111,0.098721068,1.20E-10,0.098721068,0.035118764,0.056994611,237,0.098381071,0.059552716,0.041024655,0.03670483,0.082234376,0.068864721,0.084639178,4.36E-11,0.077170386,0.027171817,0.027171817,0.056184508,0.106518991,0.062781934,0.086964619,0.111280033,0.07173542,0.064757161,0.391025641,0.835616438,0.421758569,-0.18403055,1.025773196,1.053571429,1.107594937,1.078125,0.244084682,0.215026982,0.207139892,0.333748443
0.080682393,0.039459638,0.039459638,1.42E-10,0.039459638,0.072448638,0.039459638,0.052233125,0.063063372,0.087958551,0.039459638,0.052233125,0.039459638,0.072448638,0.052233125,0.087958551,0.063063372,0.039459638,1.42E-10,0.039459638,189,0.30781759,0.085551609,0.04961626,0.068227071,0.074506648,0.077445149,0.071437082,0.024386713,0.064865794,0.057636596,0.068227071,0.053735795,0.040603161,0.057636596,0.057636596,0.068227071,0.080260786,0.30781759,0.470899471,0.379478827,0.343347639,-0.193117833,1.038461538,1.119047619,1.305555556,1.126984127,0.262214984,0.219869707,0.190553746,0.327361564
